env_steps,episode,return_0,return_1,joint_return,length,loss,epsilon,entropy,approx_kl,clip_fraction,actor_loss,critic_loss
400,0,0.0,0.0,0.0,50,,,1.6094366312026978,,,,
400,1,0.0,0.0,0.0,50,,,1.6094366312026978,,,,
400,2,0.0,0.0,0.0,50,,,1.6094366312026978,,,,
400,3,0.0,0.0,0.0,50,,,1.6094366312026978,,,,
400,4,0.0,0.0,0.0,50,,,1.6094366312026978,,,,
400,5,0.0,0.0,0.0,50,,,1.6094366312026978,,,,
400,6,0.0,0.0,0.0,50,,,1.6094366312026978,,,,
400,7,0.0,0.0,0.0,50,,,1.6094366312026978,,,,
800,8,0.0,0.0,0.0,50,,,1.6094369888305664,,,,
800,9,0.0,0.0,0.0,50,,,1.6094369888305664,,,,
800,10,0.0,0.0,0.0,50,,,1.6094369888305664,,,,
800,11,0.0,0.0,0.0,50,,,1.6094369888305664,,,,
800,12,0.0,0.0,0.0,50,,,1.6094369888305664,,,,
800,13,0.0,0.0,0.0,50,,,1.6094369888305664,,,,
800,14,0.0,0.0,0.0,50,,,1.6094369888305664,,,,
800,15,0.0,0.0,0.0,50,,,1.6094369888305664,,,,
1200,16,0.0,0.0,0.0,50,,,1.607153058052063,,,,
1200,17,0.0,0.0,0.0,50,,,1.607153058052063,,,,
1200,18,0.0,0.0,0.0,50,,,1.607153058052063,,,,
1200,19,1.0,1.0,2.0,50,,,1.607153058052063,,,,
1200,20,0.0,0.0,0.0,50,,,1.607153058052063,,,,
1200,21,0.0,0.0,0.0,50,,,1.607153058052063,,,,
1200,22,0.0,0.0,0.0,50,,,1.607153058052063,,,,
1200,23,0.0,0.0,0.0,50,,,1.607153058052063,,,,
1600,24,0.0,0.0,0.0,50,,,1.6067047119140625,,,,
1600,25,0.0,0.0,0.0,50,,,1.6067047119140625,,,,
1600,26,0.0,0.0,0.0,50,,,1.6067047119140625,,,,
1600,27,0.0,0.0,0.0,50,,,1.6067047119140625,,,,
1600,28,0.0,0.0,0.0,50,,,1.6067047119140625,,,,
1600,29,0.0,0.0,0.0,50,,,1.6067047119140625,,,,
1600,30,0.0,0.0,0.0,50,,,1.6067047119140625,,,,
1600,31,0.0,0.0,0.0,50,,,1.6067047119140625,,,,
2000,32,0.0,0.0,0.0,50,,,1.6074316501617432,,,,
2000,33,0.0,0.0,0.0,50,,,1.6074316501617432,,,,
2000,34,0.0,0.0,0.0,50,,,1.6074316501617432,,,,
2000,35,0.0,0.0,0.0,50,,,1.6074316501617432,,,,
2000,36,0.0,0.0,0.0,50,,,1.6074316501617432,,,,
2000,37,1.0,1.0,2.0,50,,,1.6074316501617432,,,,
2000,38,0.0,0.0,0.0,50,,,1.6074316501617432,,,,
2000,39,0.0,0.0,0.0,50,,,1.6074316501617432,,,,
2400,40,0.0,0.0,0.0,50,,,1.6057815551757812,,,,
2400,41,0.0,0.0,0.0,50,,,1.6057815551757812,,,,
2400,42,0.5,1.0,1.5,50,,,1.6057815551757812,,,,
2400,43,0.0,0.0,0.0,50,,,1.6057815551757812,,,,
2400,44,0.0,0.0,0.0,50,,,1.6057815551757812,,,,
2400,45,0.0,0.0,0.0,50,,,1.6057815551757812,,,,
2400,46,0.0,0.0,0.0,50,,,1.6057815551757812,,,,
2400,47,0.0,0.0,0.0,50,,,1.6057815551757812,,,,
2800,48,0.0,0.0,0.0,50,,,1.6049275398254395,,,,
2800,49,0.0,0.0,0.0,50,,,1.6049275398254395,,,,
2800,50,0.0,0.0,0.0,50,,,1.6049275398254395,,,,
2800,51,0.0,0.0,0.0,50,,,1.6049275398254395,,,,
2800,52,0.5,1.0,1.5,50,,,1.6049275398254395,,,,
2800,53,0.0,0.0,0.0,50,,,1.6049275398254395,,,,
2800,54,0.0,0.0,0.0,50,,,1.6049275398254395,,,,
2800,55,0.0,0.0,0.0,50,,,1.6049275398254395,,,,
3200,56,0.0,0.0,0.0,50,,,1.5967106819152832,,,,
3200,57,0.0,0.0,0.0,50,,,1.5967106819152832,,,,
3200,58,0.0,0.0,0.0,50,,,1.5967106819152832,,,,
3200,59,0.5,1.0,1.5,50,,,1.5967106819152832,,,,
3200,60,0.0,0.0,0.0,50,,,1.5967106819152832,,,,
3200,61,0.0,0.0,0.0,50,,,1.5967106819152832,,,,
3200,62,0.0,0.0,0.0,50,,,1.5967106819152832,,,,
3200,63,0.0,0.0,0.0,50,,,1.5967106819152832,,,,
3600,64,1.0,1.0,2.0,50,,,1.5965150594711304,,,,
3600,65,0.0,0.0,0.0,50,,,1.5965150594711304,,,,
3600,66,0.0,0.0,0.0,50,,,1.5965150594711304,,,,
